Grain_Type,Temperature,Humidity,Storage_Days,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall,Spoilage_Class,Hours_To_Spoilage
Wheat,19.98,74.53,486,0.467,15.31,27.9,0.497,13.14,5.0,1,69
Rice,37.21,76.57,415,0.152,32.38,96.0,0.859,18.56,7.7,2,5
Barley,25.27,87.54,386,0.32,23.05,60.3,0.162,15.74,3.3,2,22
Wheat,15.07,44.22,121,0.495,2.98,18.5,0.122,12.68,1.5,0,527
Maize,37.73,87.89,184,0.1,35.37,178.8,0.96,21.27,25.1,2,2
Maize,6.22,42.49,83,0.742,-5.58,6.5,0.064,12.41,1.7,0,511
Rice,23.43,54.69,89,0.499,13.78,33.6,0.087,10.56,2.5,0,522
Rice,30.28,71.83,100,0.137,24.61,94.1,0.132,18.53,9.8,1,40
Barley,28.78,80.33,643,0.196,25.04,79.0,0.921,13.82,29.9,2,13
Rice,40.2,80.61,491,0.134,36.2,230.4,0.681,20.57,8.5,2,2
Maize,31.21,84.23,312,0.144,28.22,268.4,0.378,19.12,26.5,2,4
Barley,19.25,69.53,182,0.217,13.54,54.8,0.259,12.5,0.1,1,312
Rice,22.41,61.08,124,0.481,14.53,24.9,0.047,11.76,2.0,0,562
Wheat,13.25,77.09,515,0.37,9.32,35.2,0.211,15.28,8.6,1,104
Barley,24.75,80.52,322,0.118,21.16,264.3,0.48,17.8,29.4,2,12
Maize,9.36,62.49,49,0.92,2.56,25.7,0.137,11.03,1.2,0,500
Sorghum,20.9,50.79,19,0.918,10.32,33.0,0.073,10.58,2.0,0,505
Rice,19.75,60.97,125,0.321,12.0,20.0,0.127,12.39,1.6,0,568
Rice,30.05,77.93,272,0.378,25.76,148.5,0.321,13.63,9.1,1,79
Sorghum,38.93,81.01,555,0.033,35.06,138.5,0.453,13.86,22.7,2,5
Maize,7.56,65.43,2,0.931,1.5,14.4,0.041,9.34,1.0,0,548
Wheat,29.62,84.09,430,0.115,26.64,0.2,0.663,18.81,16.2,2,6
Wheat,8.31,48.61,113,0.732,-1.88,35.0,0.026,9.83,2.9,0,512
Wheat,4.26,53.06,161,0.417,-4.45,14.0,0.127,11.57,1.2,0,547
Rice,36.19,73.29,287,0.172,30.63,16.3,0.445,15.2,6.8,2,21
Wheat,14.75,45.05,93,0.735,2.95,3.5,0.112,8.69,2.0,0,596
Wheat,20.67,59.78,332,0.11,12.57,136.5,0.489,14.9,9.5,1,122
Wheat,18.34,71.07,536,0.498,13.0,53.0,0.412,14.73,8.3,1,65
Barley,6.84,51.35,36,0.367,-2.5,43.4,0.013,10.88,2.3,0,519
Barley,7.85,62.13,188,0.657,1.05,41.4,0.063,8.4,1.7,0,470
Maize,16.17,74.61,361,0.421,11.65,174.8,0.37,15.26,7.8,1,114
Barley,35.71,77.88,531,0.197,31.23,33.0,0.716,17.54,29.0,2,5
Wheat,19.92,71.29,410,0.255,14.56,88.5,0.377,17.25,1.1,2,57
Barley,10.69,57.5,145,0.489,2.64,21.7,0.01,13.15,2.9,0,511
Wheat,7.92,52.62,19,0.521,-1.17,15.7,0.031,11.13,2.4,0,573
Barley,29.37,84.03,307,0.083,26.38,121.8,0.924,17.44,8.1,2,10
Sorghum,37.81,81.6,447,0.156,34.1,175.1,0.529,15.29,19.9,2,6
Rice,19.27,54.39,6,0.687,9.83,38.5,0.087,11.91,2.0,0,592
Wheat,17.17,75.54,302,0.13,12.81,55.6,0.124,14.09,7.6,2,81
Rice,19.51,52.15,37,0.97,9.43,15.3,0.117,11.9,2.7,0,494
Maize,16.24,65.53,101,0.333,9.77,42.4,0.424,15.08,9.0,1,232
Maize,13.88,49.37,76,0.952,3.45,19.7,0.15,11.67,2.1,0,580
Sorghum,39.0,71.87,184,0.359,32.97,189.6,0.122,14.31,6.2,2,20
Maize,13.38,57.2,31,0.647,5.08,43.0,0.054,13.3,2.3,0,541
Wheat,23.95,74.82,246,0.229,19.2,167.1,0.391,16.1,8.8,1,30
Wheat,12.31,75.17,383,0.138,8.04,168.1,0.168,15.71,3.7,1,74
Rice,37.05,86.24,537,0.05,34.35,93.9,0.664,20.74,26.5,2,1
Barley,21.1,79.11,138,0.179,17.33,151.7,0.277,15.01,4.5,2,54
Sorghum,26.73,77.94,332,0.118,22.55,145.1,0.331,17.23,1.8,2,42
Maize,31.79,87.96,374,0.14,29.54,127.4,0.869,22.16,16.2,2,1
Rice,24.66,66.69,321,0.442,18.04,56.1,0.369,18.25,6.3,1,96
Sorghum,34.33,77.56,495,0.033,29.82,244.4,0.644,16.98,12.8,2,10
Rice,16.84,62.87,39,0.558,9.72,13.5,0.089,13.19,0.8,0,569
Maize,6.88,49.51,66,0.733,-2.95,41.6,0.125,13.08,1.5,0,495
Sorghum,16.65,75.05,147,0.542,12.21,8.2,0.101,8.51,0.2,1,405
Rice,32.44,64.82,307,0.298,24.95,177.9,0.22,17.01,0.8,1,62
Barley,30.92,77.6,270,0.17,26.54,241.1,0.6,16.87,26.6,2,12
Wheat,8.26,57.43,38,0.983,0.35,28.8,0.028,12.21,1.2,0,552
Barley,14.84,48.06,108,0.843,3.95,15.4,0.135,12.97,2.3,0,581
Barley,11.15,50.49,134,0.767,1.25,27.4,0.111,12.55,0.6,0,579
Barley,14.35,77.6,184,0.343,10.49,21.6,0.305,14.13,6.8,1,77
Barley,34.65,82.15,648,0.006,31.14,50.4,0.397,19.01,10.9,2,5
Rice,18.91,51.96,74,0.507,8.82,26.9,0.146,11.9,0.9,0,570
Maize,8.35,57.86,76,0.832,0.54,11.5,0.094,11.02,0.8,0,574
Wheat,24.77,72.26,470,0.209,19.43,92.1,0.122,14.82,4.3,1,103
Maize,10.34,56.62,71,0.803,2.1,44.8,0.017,8.84,0.9,0,567
Sorghum,20.86,60.53,102,0.887,12.93,9.6,0.007,12.7,0.8,0,575
Maize,17.07,73.92,209,0.401,12.38,57.9,0.104,16.67,7.4,1,167
Barley,17.26,67.01,221,0.275,11.07,177.5,0.262,12.54,7.1,1,297
Barley,8.83,47.17,13,0.506,-1.81,10.0,0.126,9.57,2.5,0,555
Maize,9.17,63.76,98,0.807,2.66,14.0,0.082,10.86,0.9,0,499
Barley,26.14,78.14,633,0.041,22.02,149.5,0.962,19.58,18.9,2,12
Wheat,32.85,82.97,649,0.063,29.56,224.3,0.84,23.13,22.6,2,2
Wheat,9.42,54.51,63,0.915,0.71,26.2,0.043,10.56,1.3,0,561
Rice,33.2,79.43,146,0.177,29.14,152.3,0.151,16.77,8.9,1,49
Barley,9.0,48.4,48,0.577,-1.31,25.0,0.094,11.18,0.2,0,523
Rice,33.87,84.38,202,0.097,30.85,254.3,0.862,25.04,25.6,2,4
Wheat,7.42,42.88,63,0.763,-4.38,47.3,0.146,8.98,2.8,0,518
Barley,17.46,74.9,362,0.49,12.96,60.5,0.227,16.27,7.0,2,88
Sorghum,40.53,81.26,438,0.07,36.67,46.0,0.401,15.3,6.5,2,5
Maize,9.7,55.77,39,0.519,1.29,47.4,0.128,11.19,2.6,0,585
Sorghum,39.9,86.02,602,0.029,37.1,21.9,0.515,18.17,22.9,2,2
Sorghum,41.15,78.31,388,0.088,36.59,50.8,0.393,17.91,8.5,2,6
Rice,16.66,60.26,85,0.875,8.92,45.2,0.106,13.81,0.2,0,575
Wheat,21.77,74.65,275,0.459,17.06,32.4,0.338,17.4,9.0,2,63
Wheat,14.44,57.22,169,0.369,6.08,18.1,0.108,11.26,0.1,0,516
Wheat,7.19,58.63,139,0.764,-0.37,13.2,0.011,11.83,1.6,0,549
Sorghum,25.65,67.91,249,0.48,19.27,25.2,0.211,13.42,7.1,1,339
Sorghum,21.19,42.82,95,0.572,8.05,32.6,0.107,7.78,3.0,0,583
Wheat,18.2,58.15,163,0.992,9.83,8.7,0.043,15.24,2.8,1,549
Maize,12.5,60.36,351,0.479,5.03,69.3,0.122,14.02,0.4,1,365
Barley,12.74,62.05,65,0.944,5.65,34.0,0.099,10.58,1.0,0,527
Rice,33.59,60.91,197,0.21,24.98,52.8,0.413,11.72,9.7,1,120
Rice,38.7,78.78,474,0.147,34.33,229.2,0.636,24.35,20.0,2,2
Maize,11.67,73.06,103,0.519,7.0,44.0,0.001,12.4,0.2,0,408
Maize,31.23,80.56,194,0.172,27.47,244.0,0.808,20.03,17.4,2,4
Rice,31.26,79.83,209,0.225,27.35,57.5,0.471,15.02,6.0,1,39
Maize,23.25,75.77,359,0.391,18.73,107.9,0.271,14.68,3.0,1,101
Rice,33.53,82.49,314,0.073,30.12,267.5,0.645,20.89,13.6,2,3
Rice,16.53,52.47,91,0.405,6.77,24.2,0.025,9.29,1.0,0,525
Rice,36.58,89.07,286,0.095,34.48,145.5,0.92,20.7,22.2,2,2
Barley,9.2,52.02,138,0.61,-0.14,28.4,0.068,9.33,1.7,0,558
Barley,28.56,73.46,305,0.162,23.34,151.2,0.472,13.35,7.6,2,17
Sorghum,36.22,81.66,594,0.187,32.57,243.5,0.891,13.4,13.4,2,6
Barley,11.71,42.42,170,0.563,-0.64,31.3,0.027,11.77,1.6,0,585
Sorghum,19.97,49.84,220,0.964,9.18,33.6,0.084,9.63,0.7,0,486
Barley,28.09,81.45,613,0.115,24.61,18.4,0.504,16.98,7.6,2,9
Barley,19.74,60.52,323,0.355,11.88,178.5,0.272,14.61,5.3,1,266
Maize,9.63,56.77,96,0.805,1.47,48.3,0.076,11.08,0.9,0,531
Rice,31.91,64.53,302,0.146,24.37,83.9,0.253,16.77,2.1,1,54
Rice,31.55,74.93,93,0.129,26.55,196.3,0.121,16.12,9.3,1,47
Rice,31.47,70.59,322,0.205,25.46,125.6,0.225,17.47,6.2,1,45
Barley,32.9,80.29,617,0.036,29.04,88.7,0.437,15.36,21.1,2,8
Wheat,35.98,76.53,552,0.05,31.18,84.8,0.51,18.93,13.3,2,4
Sorghum,23.54,64.49,63,0.495,16.45,4.1,0.139,9.15,1.9,0,598
Sorghum,14.69,51.41,194,0.486,4.77,2.8,0.105,10.58,0.2,0,449
Wheat,9.79,58.81,137,0.728,2.11,37.1,0.041,9.21,1.4,0,498
Barley,32.19,81.49,396,0.022,28.61,147.1,0.372,19.22,11.5,2,5
Sorghum,37.02,83.35,730,0.013,33.71,153.0,0.618,16.3,14.2,2,4
Wheat,15.0,69.97,413,0.399,9.56,153.9,0.279,14.99,8.6,1,266
Rice,31.89,72.86,118,0.199,26.4,86.0,0.273,15.06,9.9,1,68
Wheat,31.03,87.87,588,0.159,28.77,69.7,0.55,17.88,13.8,2,4
Maize,36.52,78.39,285,0.126,32.13,281.9,0.541,22.09,19.2,2,4
Barley,16.59,69.51,328,0.19,10.99,109.5,0.429,15.49,0.8,2,74
Maize,36.83,83.1,245,0.164,33.47,171.0,0.584,21.09,15.9,2,1
Wheat,6.13,54.65,68,0.308,-2.32,22.9,0.069,10.59,2.0,0,595
Sorghum,17.69,47.11,118,0.862,6.27,38.6,0.051,11.18,1.9,0,588
Rice,27.16,62.99,109,0.266,19.49,50.8,0.398,14.18,1.4,1,224
Wheat,15.75,75.93,141,0.281,11.51,187.1,0.176,12.99,1.5,1,238
Barley,7.51,51.07,174,0.448,-1.95,45.7,0.122,8.52,0.5,0,541
Maize,4.06,66.6,119,0.783,-1.59,38.6,0.055,9.5,0.2,0,578
Sorghum,19.49,60.03,204,0.694,11.52,6.1,0.087,8.96,1.5,0,489
Sorghum,29.27,72.03,385,0.476,23.69,21.7,0.486,13.83,8.3,1,44
Rice,32.96,75.65,135,0.298,28.07,79.2,0.209,16.21,0.2,1,65
Wheat,32.37,78.34,287,0.112,28.1,199.2,0.783,15.26,28.9,2,15
Rice,32.05,67.65,150,0.163,25.3,30.0,0.467,15.62,9.7,1,63
Sorghum,19.27,61.44,71,0.857,11.67,41.4,0.013,12.55,0.7,0,584
Rice,34.09,76.23,259,0.384,29.29,54.8,0.433,17.22,6.2,1,37
Barley,17.26,73.76,394,0.385,12.53,18.9,0.495,16.67,6.1,2,54
Wheat,24.62,71.83,498,0.393,19.19,158.9,0.391,16.15,8.9,2,53
Wheat,7.45,40.03,63,0.552,-5.26,30.1,0.029,9.3,0.1,0,557
Barley,18.58,72.79,438,0.411,13.6,168.5,0.196,13.96,9.8,1,108
Barley,13.41,56.13,133,0.785,4.84,46.8,0.07,11.89,0.3,0,583
Sorghum,23.18,49.41,154,0.88,11.99,45.3,0.031,10.08,1.7,0,507
Sorghum,18.22,39.61,40,0.328,4.25,25.5,0.121,11.48,1.4,0,516
Maize,5.14,58.73,31,0.496,-2.27,38.7,0.102,8.72,1.6,0,512
Maize,12.06,83.06,206,0.437,9.27,74.9,0.468,15.69,9.6,1,51
Wheat,12.79,52.53,149,0.825,3.32,10.3,0.142,8.96,1.8,0,566
Maize,10.84,49.13,47,0.633,0.59,24.4,0.09,10.9,1.8,0,591
Wheat,12.26,80.31,388,0.194,8.97,151.7,0.147,16.55,5.3,2,47
Maize,29.43,85.69,260,0.146,26.77,180.1,0.911,19.39,29.4,2,5
Wheat,34.44,77.19,730,0.091,29.85,99.1,0.898,14.68,23.5,2,12
Wheat,8.31,41.42,58,0.95,-4.03,33.3,0.014,12.18,2.1,0,596
Maize,32.15,87.09,514,0.022,29.72,23.2,0.931,22.74,7.3,2,1
Barley,10.94,61.64,1,0.453,3.86,14.9,0.027,11.43,2.4,0,531
Barley,36.67,76.89,620,0.154,31.93,114.6,0.539,18.34,26.4,2,5
Sorghum,30.78,70.5,356,0.44,24.78,116.9,0.123,16.37,7.4,1,41
Rice,39.89,83.33,247,0.055,36.51,42.7,0.456,16.21,28.2,2,4
Sorghum,20.31,68.45,249,0.524,14.31,10.6,0.099,11.74,2.0,0,490
Wheat,28.43,79.39,396,0.134,24.51,81.6,0.502,17.49,20.1,2,14
Maize,13.63,78.96,174,0.119,10.05,178.8,0.262,14.21,1.2,1,211
Maize,26.64,76.46,344,0.193,22.15,170.6,0.167,15.63,2.5,1,88
Wheat,21.2,74.09,272,0.303,16.39,21.0,0.104,15.77,3.3,1,113
Maize,14.84,56.03,82,0.408,6.15,23.5,0.127,10.02,1.7,0,600
Maize,33.98,86.89,255,0.148,31.48,21.1,0.929,20.93,28.9,2,2
Rice,39.05,87.3,366,0.174,36.54,273.6,0.944,21.31,17.5,2,1
Wheat,22.26,76.88,346,0.386,18.0,196.9,0.338,13.4,9.6,2,69
Wheat,10.75,32.09,170,0.688,-5.24,16.6,0.089,12.92,0.4,0,591
Maize,23.85,69.8,260,0.407,17.99,70.6,0.103,15.4,5.4,1,340
Barley,11.21,66.53,186,0.357,5.21,145.8,0.103,14.73,3.2,1,285
Sorghum,33.17,60.1,333,0.369,24.37,59.4,0.141,16.84,5.6,1,63
Barley,13.08,55.56,179,0.475,4.39,16.2,0.072,8.13,1.5,0,562
Rice,21.93,58.19,95,0.911,13.33,17.8,0.009,10.02,0.8,0,565
Sorghum,38.16,82.3,622,0.152,34.6,19.6,0.683,18.93,23.9,2,3
Barley,11.78,43.43,84,0.576,-0.26,26.6,0.054,13.01,2.0,0,529
Maize,6.97,51.01,78,0.937,-2.47,12.7,0.033,11.63,0.5,0,499
Maize,31.6,87.74,399,0.041,29.31,51.2,0.611,18.55,27.8,2,3
Maize,22.07,69.23,149,0.177,16.16,139.9,0.416,13.39,5.3,1,116
Maize,37.13,87.29,491,0.052,34.65,58.6,0.59,22.42,18.1,2,1
Barley,19.07,67.75,427,0.223,12.97,89.2,0.167,13.62,7.0,1,138
Barley,30.41,83.18,350,0.097,27.22,89.7,0.741,16.49,14.2,2,6
Wheat,15.99,61.38,79,0.494,8.56,19.6,0.075,12.15,1.0,0,527
Sorghum,27.89,73.71,378,0.345,22.75,168.3,0.47,15.27,4.5,2,65
Barley,5.87,68.05,97,0.51,0.43,35.9,0.113,8.4,0.1,0,526
Rice,20.73,67.23,118,0.521,14.43,3.5,0.027,12.64,2.8,0,584
Wheat,12.21,50.83,39,0.334,2.32,11.5,0.113,10.36,1.9,0,563
Sorghum,32.09,70.42,333,0.261,26.01,61.4,0.402,13.15,2.8,1,39
Rice,21.43,69.24,239,0.47,15.55,128.1,0.224,13.29,0.2,1,324
Sorghum,31.44,61.09,449,0.26,23.02,27.3,0.193,14.23,5.4,1,83
Maize,12.57,60.41,100,0.636,5.11,1.2,0.03,12.07,0.9,0,493
Sorghum,20.45,41.48,146,0.943,6.91,42.4,0.003,12.67,0.2,0,583
Rice,39.23,77.34,129,0.126,34.51,162.5,0.109,15.54,0.9,1,39
Barley,15.54,69.09,220,0.449,9.89,134.8,0.355,14.01,8.3,1,182
Sorghum,20.96,61.04,130,0.742,13.16,13.2,0.084,11.0,1.2,0,509
Wheat,22.11,76.18,434,0.384,17.71,37.4,0.257,14.55,0.3,2,93
Barley,10.9,70.04,5,0.745,5.65,6.0,0.064,10.8,1.3,0,407
Maize,1.87,65.22,122,0.699,-3.96,13.8,0.108,11.77,2.2,0,546
Rice,22.68,50.49,18,0.653,11.86,42.4,0.049,10.69,2.9,0,593
Wheat,14.54,70.31,400,0.384,9.2,55.3,0.263,12.37,5.6,1,182
Maize,9.6,62.42,41,0.437,2.77,5.0,0.049,11.89,0.2,0,597
Maize,18.4,65.21,363,0.203,11.75,181.0,0.239,14.23,6.8,1,246
Sorghum,40.16,89.6,549,0.131,38.11,32.3,0.47,18.11,30.0,2,1
Maize,13.39,67.36,338,0.109,7.46,199.5,0.193,17.62,3.2,1,166
Barley,14.9,49.33,36,0.808,4.37,7.7,0.085,7.26,2.9,0,531
Sorghum,41.76,87.18,489,0.1,39.17,280.9,0.812,17.91,18.5,2,3
Maize,16.2,49.13,116,0.559,5.51,24.9,0.119,12.35,2.8,0,553
Wheat,11.29,42.74,44,0.995,-0.92,28.4,0.074,11.0,0.9,0,525
Rice,28.38,73.82,143,0.157,23.25,172.7,0.183,16.37,2.8,1,64
Wheat,7.78,61.2,3,0.309,0.78,40.0,0.037,9.56,0.8,0,593
Barley,20.7,75.01,311,0.328,16.11,63.2,0.207,13.64,0.6,2,96
Rice,20.91,63.43,104,0.655,13.7,0.1,0.126,11.17,0.5,0,544
Rice,32.2,70.69,246,0.474,26.18,109.6,0.387,12.19,6.2,1,77
Sorghum,32.95,79.82,632,0.12,28.99,124.3,0.591,15.88,12.6,2,12
Wheat,29.65,83.51,730,0.049,26.55,139.1,0.379,20.48,8.6,2,5
Barley,7.58,51.27,57,0.391,-1.84,34.5,0.108,11.34,1.6,0,577
Wheat,12.65,59.26,75,0.347,4.91,1.5,0.1,12.15,2.9,0,581
Sorghum,19.09,67.84,217,0.78,13.0,4.8,0.041,9.33,2.6,0,449
Rice,30.73,53.34,138,0.236,20.13,170.3,0.1,17.6,0.9,1,173
Sorghum,32.18,79.59,347,0.33,28.19,153.1,0.272,12.79,6.4,1,50
Maize,11.87,59.92,80,0.441,4.33,33.1,0.133,11.77,2.1,0,518
Maize,8.76,51.25,42,0.82,-0.75,34.0,0.06,8.06,0.6,0,507
Rice,17.82,70.37,37,0.845,12.35,9.6,0.078,10.25,1.2,0,401
Wheat,20.89,64.37,484,0.22,13.91,161.1,0.412,16.7,0.7,1,73
Sorghum,34.91,83.05,598,0.157,31.59,37.4,0.406,16.13,16.8,2,6
Maize,34.82,91.9,414,0.197,33.3,230.0,0.395,20.24,17.2,2,2
Maize,29.64,81.17,226,0.28,26.06,89.8,0.123,17.58,8.0,2,25
Sorghum,23.19,73.35,318,0.323,18.15,139.2,0.342,14.9,4.9,1,65
Rice,25.9,49.79,60,0.721,14.6,25.9,0.14,11.31,0.8,0,532
Wheat,35.91,84.73,676,0.094,32.92,33.9,0.449,19.98,30.0,2,2
Rice,16.63,66.59,46,0.335,10.38,31.6,0.0,11.57,1.3,0,564
Wheat,15.39,78.33,502,0.35,11.64,150.5,0.199,17.19,6.4,2,75
Rice,18.1,53.78,8,0.321,8.58,37.2,0.133,13.35,1.0,0,513
Sorghum,26.55,77.14,359,0.136,22.21,160.6,0.131,14.28,9.0,2,80
Barley,10.36,48.66,84,0.837,0.01,25.5,0.028,10.28,0.4,0,521
Barley,19.27,71.72,221,0.207,14.03,120.6,0.399,14.99,6.2,1,85
Rice,18.55,51.6,8,0.925,8.39,31.0,0.062,11.81,1.7,0,522
Maize,30.52,82.67,517,0.008,27.23,239.8,0.633,19.81,26.4,2,4
Maize,28.69,87.93,525,0.062,26.48,233.3,0.367,21.35,17.4,2,3
Barley,4.05,62.64,160,0.831,-2.43,35.7,0.059,11.12,1.0,0,519
Wheat,32.77,82.34,641,0.16,29.35,130.1,0.898,16.81,10.0,2,7
Maize,10.7,62.65,18,0.411,3.86,1.0,0.121,9.59,1.9,0,504
Rice,36.76,73.96,120,0.217,31.33,18.4,0.498,17.02,7.1,1,11
Rice,27.71,73.68,250,0.488,22.57,61.7,0.251,15.71,2.5,1,210
Rice,33.69,65.19,156,0.474,26.22,59.0,0.175,13.99,1.3,1,203
Barley,29.39,76.28,314,0.05,24.77,158.3,0.538,13.53,27.1,2,16
Sorghum,35.17,72.67,363,0.404,29.5,112.1,0.315,15.48,4.7,2,9
Maize,17.77,68.65,201,0.244,11.93,198.9,0.238,14.05,1.2,1,342
Barley,7.57,51.34,46,0.689,-1.83,15.4,0.04,10.96,1.5,0,585
Barley,11.52,67.06,56,0.442,5.62,4.9,0.074,9.12,1.6,0,585
Wheat,36.08,77.69,711,0.077,31.55,138.4,0.477,19.61,22.0,2,5
Barley,18.99,74.98,415,0.192,14.45,187.9,0.291,12.34,7.7,1,154
Maize,36.03,79.47,233,0.036,31.9,202.7,0.938,22.52,17.1,2,4
Rice,29.39,72.85,141,0.141,24.0,143.9,0.397,16.78,1.0,1,43
Sorghum,39.15,74.88,541,0.051,33.85,81.6,0.778,17.7,23.7,2,6
Wheat,12.56,72.35,523,0.134,7.72,74.0,0.358,15.39,7.1,1,50
Sorghum,38.15,83.94,437,0.08,34.94,286.1,0.729,18.29,29.2,2,3
Wheat,21.51,77.32,417,0.405,17.37,193.3,0.436,16.35,2.9,2,24
Wheat,31.55,75.49,730,0.088,26.67,270.2,0.863,17.87,23.3,2,9
Sorghum,27.72,69.28,295,0.371,21.57,195.3,0.289,14.6,0.6,1,189
Maize,9.7,57.36,27,0.785,1.68,37.9,0.012,11.04,3.0,0,585
Rice,33.83,72.44,284,0.295,28.16,20.9,0.261,17.77,3.0,1,49
Sorghum,28.46,73.1,265,0.396,23.16,50.0,0.256,13.76,4.9,1,95
Maize,9.92,47.6,93,0.717,-0.69,20.3,0.026,10.86,2.8,0,506
Barley,8.65,51.3,124,0.798,-0.84,35.8,0.098,8.25,2.6,0,497
Sorghum,37.59,81.09,490,0.101,33.77,55.8,0.923,15.63,12.1,2,5
Rice,39.59,86.81,460,0.117,36.97,131.8,0.948,20.8,13.5,2,1
Wheat,9.86,71.69,163,0.309,4.99,31.2,0.107,11.05,0.8,0,348
Sorghum,22.12,53.09,79,0.922,12.11,39.8,0.112,8.28,1.7,0,582
Maize,26.86,82.82,501,0.04,23.68,191.2,0.529,14.87,24.6,2,17
Sorghum,33.4,71.36,308,0.118,27.49,36.8,0.364,12.24,0.6,1,26
Barley,11.21,57.4,117,0.804,3.1,21.1,0.082,12.26,2.4,0,531
Wheat,19.89,65.8,357,0.357,13.3,162.9,0.226,16.64,9.2,2,115
Barley,20.46,75.91,195,0.495,16.06,79.4,0.224,15.12,3.4,2,132
Wheat,17.35,70.91,274,0.255,12.02,172.4,0.258,12.37,3.8,1,222
Maize,33.79,81.85,293,0.198,30.24,155.0,0.983,21.35,19.2,2,4
Maize,12.62,62.07,173,0.315,5.55,18.6,0.235,14.59,9.1,0,596
Rice,26.02,69.1,315,0.303,19.9,45.2,0.465,15.51,5.3,1,157
Maize,10.63,50.61,105,0.301,0.8,16.2,0.085,11.68,0.4,0,555
Barley,6.57,52.66,106,0.348,-2.41,23.4,0.077,8.11,3.0,0,565
Sorghum,36.1,80.63,654,0.184,32.22,232.8,0.397,20.88,23.2,2,2
Rice,27.93,69.49,303,0.116,21.82,55.6,0.316,13.58,4.9,1,144
Wheat,34.87,85.77,483,0.039,32.12,284.4,0.408,17.98,5.9,2,5
Wheat,11.19,55.87,80,0.877,2.7,47.3,0.085,11.29,0.0,0,511
Rice,29.8,81.14,166,0.168,26.21,101.5,0.275,16.41,4.2,1,46
Rice,34.67,85.34,467,0.032,31.83,28.0,0.556,22.28,20.1,2,1
Rice,33.01,65.34,339,0.112,25.62,93.8,0.225,16.76,9.8,1,48
Maize,15.27,62.31,105,0.669,8.1,5.9,0.119,11.31,1.7,0,535
Maize,3.66,58.19,91,0.452,-3.79,27.0,0.139,8.77,2.2,0,559
Barley,12.36,62.83,147,0.783,5.48,31.1,0.095,10.31,2.8,0,502
Rice,37.49,90.02,460,0.159,35.56,25.4,0.974,18.36,10.1,2,1
Maize,33.44,89.29,472,0.022,31.43,142.2,0.565,21.31,29.7,2,2
Barley,31.95,80.23,393,0.2,28.1,83.3,0.635,18.19,26.9,2,7
Sorghum,30.39,70.37,196,0.213,24.38,76.9,0.402,12.03,2.7,1,42
Rice,35.67,71.18,96,0.394,29.62,37.6,0.413,14.48,6.8,1,32
Maize,14.9,55.21,108,0.44,5.99,45.3,0.042,8.41,2.0,0,588
Wheat,14.58,49.03,161,0.525,3.99,9.4,0.02,10.31,0.9,0,539
Sorghum,30.69,72.97,235,0.421,25.27,35.5,0.216,14.98,8.1,1,65
Sorghum,42.86,78.66,375,0.125,38.33,105.7,0.835,17.51,15.2,2,6
Rice,29.51,76.17,201,0.34,24.86,141.9,0.478,15.77,1.4,1,57
Maize,29.16,75.74,142,0.259,24.43,21.8,0.283,14.15,6.2,1,112
Maize,37.98,87.14,326,0.142,35.45,151.6,0.647,20.56,15.7,2,1
Sorghum,36.98,70.06,326,0.213,30.59,63.7,0.138,12.13,8.2,1,14
Barley,23.86,78.12,318,0.256,19.81,190.9,0.392,15.57,3.7,2,31
Sorghum,18.73,47.01,64,0.414,7.18,27.2,0.004,8.31,1.6,0,560
Sorghum,40.61,84.47,730,0.011,37.46,179.2,0.767,16.23,25.1,2,3
Wheat,8.49,58.93,104,0.551,0.92,23.8,0.093,7.45,2.3,0,548
Wheat,14.48,76.29,537,0.482,10.36,76.6,0.29,16.49,9.8,2,86
Barley,26.52,86.39,397,0.135,24.06,178.3,0.392,17.74,29.1,2,8
Sorghum,23.91,64.86,366,0.484,16.89,159.1,0.471,11.25,5.3,0,270
Barley,15.09,41.18,130,0.869,1.99,33.5,0.083,10.72,0.1,0,536
Sorghum,34.03,69.22,208,0.4,27.57,103.6,0.157,15.02,3.5,1,97
Barley,14.44,77.26,448,0.285,10.51,37.8,0.331,15.6,4.2,2,71
Wheat,35.32,74.94,510,0.073,30.18,51.4,0.58,24.25,14.2,2,2
Sorghum,31.1,67.54,181,0.235,24.37,179.4,0.242,13.35,1.3,1,104
Maize,30.36,85.36,333,0.072,27.62,77.5,0.4,19.15,9.4,2,2
Maize,32.61,77.18,437,0.058,28.08,33.1,0.894,18.17,9.0,2,6
Rice,30.13,62.04,249,0.494,22.04,70.3,0.247,16.63,6.6,1,135
Sorghum,20.29,52.96,14,0.618,10.38,37.0,0.013,10.47,1.6,0,558
Barley,9.56,50.7,88,0.429,-0.16,47.3,0.091,9.94,0.3,0,510
Rice,42.7,88.38,502,0.064,40.35,279.0,0.41,20.97,6.4,2,1
Rice,17.42,72.24,325,0.22,12.37,42.6,0.198,15.81,1.3,1,173
Barley,7.98,51.19,144,0.887,-1.49,22.0,0.064,8.28,2.6,0,573
Rice,37.53,83.95,363,0.166,34.34,180.5,0.53,17.79,21.2,2,3
Sorghum,31.69,74.05,243,0.307,26.48,93.9,0.268,13.94,4.3,1,64
Maize,7.89,58.64,112,0.322,0.29,30.0,0.13,8.75,0.6,0,513
